航次ID,船舶ID,进泊时间,离泊时间,船长,船宽,载重吨,船舶类型代码A,船舶类型代码B,泊位位置,装载量
1336,574003740,1673152651,1673153391,99,15,2995,A,C,121.89906923112821 29.93256276320894,1560.92
1337,636015249,1700285970,1700375787,183,32,50496,C,B,121.9529721578593 29.94995541645756,5239.92
1338,353136000,1679969250,1680308541,400,59,199489,B,A,122.01299469099648 29.772993330553064,24.2
1339,563205000,1674622427,1674718028,299,48,187888,E,D,122.07685838333425 29.893054494052702,79449
1340,248426000,1673451694,1673572744,300,49,109832,B,A,122.00749578533595 29.76871274276176,23377
1341,352001217,1693446909,1693534556,109,18,6831,C,B,121.89581318351006 29.93222177093501,4750.01
1342,255747000,1693408169,1693467818,245,43,119290,E,D,121.88299170323923 29.936601974988143,36800
1343,412534000,1678598685,1678767393,254,43,115198,E,D,122.07685838333425 29.893054494052702,27909
1344,441586000,1705482421,1705561611,105,16,5666,C,B,121.78323817164318 29.97243550629892,5001.2
1345,563062300,1673847005,1673953803,300,48,116851,B,A,122.04040625503215 29.89264034445189,1179
1346,566642000,1688428697,1688475351,259,37,57830,B,A,122.05636332082932 29.890401487700096,68.6
1347,374859000,1677394943,1677501205,396,59,221517,B,A,122.0464197431265 29.8909733510863,3301
1348,636019611,1682335441,1682450146,190,32,57000,E,D,121.88299170323923 29.936601974988143,55000
1349,257326000,1698907422,1699060692,183,32,45318,C,B,121.75109782011569 29.9804931127261,10000
1350,563129600,1690447925,1690488345,172,28,21972,B,A,121.92909140408368 29.938775522735195,516
1351,477652100,1703294772,1703464741,330,60,297336,D,C,121.81345119675835 29.956549406214588,95069.22
1352,636021647,1677025312,1677121010,250,43,114091,E,D,122.07685838333425 29.893054494052702,32394
1353,370411000,1697010819,1697160468,146,24,19998,C,B,121.9561103968495 29.95190766488247,5250
1354,205761000,1687773024,1688263589,333,60,299010,D,C,121.8177632951752 29.95400256789684,271482.24
1355,370863000,1695019290,1695253521,183,32,50058,C,C,121.75439821138373 29.979150371202415,35174
1356,477439900,1693566509,1693636591,148,23,13273,B,A,122.03102823282664 29.89508922632821,1000
1357,477699500,1685699111,1685839285,292,45,182486,E,D,122.07685838333425 29.893054494052702,81815
1358,305409000,1693365233,1693395574,212,30,34269,B,A,121.92547188203457 29.936120717921202,58.1
1359,636012164,1686795722,1686966311,229,32,71024,D,C,121.78323817164318 29.97243550629892,44956.43
1360,229290000,1690109037,1690163786,264,32,53902,B,A,122.00190326744374 29.764757824193353,8000
1361,563120900,1682805525,1682842948,143,23,12821,B,A,121.86982971079169 29.93642695035784,2000
1362,241311000,1686435216,1686529656,349,46,122962,B,A,122.04954154331483 29.890458695384908,18759
1363,538009693,1672533656,1672583061,147,24,13075,B,A,121.92909140408368 29.938775522735195,110
1364,636022219,1680926593,1681027632,289,45,173880,E,D,122.07685838333425 29.893054494052702,90964
1365,563113800,1693274122,1693353966,120,19,9120,A,B,121.8960833011353 29.93290032975045,4761.87
1366,352001972,1689074515,1689108613,128,18,8700,F,A,121.73278200842648 29.969698294075187,275.48
1367,636018335,1704340781,1704441416,292,45,179362,E,D,122.07685838333425 29.893054494052702,82707
1368,477183800,1704484985,1704569842,400,59,196913,B,A,122.02107120092448 29.778912029292396,10498.1
1369,352146000,1673069961,1673240795,189,32,50353,D,C,121.75439821138373 29.979150371202415,36823.35
1370,477182200,1705630699,1705779642,366,48,144342,B,A,122.01772291936598 29.776682898612826,9850
1371,370354000,1706441113,1706490443,143,22,12782,B,A,121.92225542141885 29.921236299120544,359
1372,353800000,1691923667,1691990008,211,33,36972,B,A,122.02459458045499 29.78192432924778,1549
1373,477706800,1682995749,1683268532,336,60,299999,D,C,121.81345119675835 29.956549406214588,69927.62
1374,636019206,1705824197,1706062273,366,48,150893,B,A,122.05636332082932 29.890401487700096,210
1375,354331000,1702261746,1702450151,183,32,46661,C,C,121.80463577215305 29.962969225989433,40000
1376,563156700,1701669160,1701730942,186,35,37157,B,A,121.83557254458088 29.946175822681994,1284
1377,538005016,1680326202,1680394101,134,23,14968,D,C,122.11536286626986 29.9081121196694,13828.35
1378,477218900,1699351450,1699409822,145,22,12613,B,A,121.92225542141885 29.921236299120544,1377
1379,440140000,1700816673,1700954239,110,18,6833,C,B,121.89581318351006 29.93222177093501,5237.44
1380,413280820,1673150776,1673190812,128,21,8407,B,A,121.92225542141885 29.921236299120544,12
1381,563162000,1674267231,1674615275,300,50,206068,E,D,122.07685838333425 29.893054494052702,87170
1382,413701060,1674449384,1674484234,205,27,28370,B,A,122.02459458045499 29.78192432924778,3255
1383,370711000,1689350052,1689565167,400,61,254992,B,A,122.04040625503215 29.89264034445189,20000
1384,636018102,1694610074,1694664965,332,42,103371,B,A,122.02459458045499 29.78192432924778,8000
1385,440105000,1705542630,1705629229,146,24,19870,C,B,121.77782813498385 29.974398546735802,1488.54
1386,636019213,1687767462,1687909128,366,48,150893,B,A,122.06000013409714 29.890552673105862,19295
1387,566828000,1681273489,1681344371,259,37,57830,B,A,121.86670274091357 29.937366869184032,600
1388,372400000,1685158773,1685322662,366,48,175327,B,A,122.04954154331483 29.890458695384908,5855
1389,241490000,1681197617,1681782220,273,48,156458,D,C,121.8177632951752 29.95400256789684,133350
1390,440564000,1701044256,1701132083,97,17,3983,A,B,121.89906923112821 29.93256276320894,1615.49
1391,241388000,1697252213,1697341022,147,22,14999,A,B,121.8960833011353 29.93290032975045,6988.95
1392,477439800,1702089546,1702191518,182,32,40924,C,B,121.75439821138373 29.979150371202415,4751.99
1393,636019386,1683351863,1683521954,333,60,319911,D,C,121.99610422984635 29.92340472293356,272804.47
1394,538004575,1705479432,1705818328,333,60,316373,D,C,121.81345119675835 29.956549406214588,202002.45
1395,636011397,1704007508,1704173377,183,32,44481,C,B,121.75109782011569 29.9804931127261,41824.95
1396,440213000,1673917338,1674004602,92,14,3613,C,B,121.97812002297549 29.939168019254215,3003
1397,477190500,1679718811,1679879680,292,45,176460,E,D,122.07685838333425 29.893054494052702,78700
1398,229742000,1684803825,1684883849,186,34,36923,B,A,121.92547188203457 29.936120717921202,5706
1399,353066000,1685751447,1685786892,183,28,24261,B,A,122.00491060230848 29.76673611935694,12
1400,566796000,1686193250,1686303520,398,51,176515,B,A,122.01772291936598 29.776682898612826,6465
1401,477538400,1698196488,1698367428,175,31,40165,C,B,121.75109782011569 29.9804931127261,34370.51
1402,416067000,1692404413,1692578229,149,24,19999,C,B,121.89906923112821 29.93256276320894,2850
1403,215736000,1705298889,1705456160,150,24,19992,C,B,121.9529721578593 29.94995541645756,9298
1404,372792000,1674710738,1674869018,159,26,26083,C,B,121.9529721578593 29.94995541645756,5000
1405,371249000,1699460383,1699499340,172,27,22397,B,A,121.84116957510483 29.944137794036124,400
1406,538006314,1704770447,1704943165,333,60,300932,D,C,121.9900784144446 29.92800063526856,134739.76
1407,356612000,1681518453,1681604170,292,45,181412,E,D,122.07685838333425 29.893054494052702,82290
1408,538007094,1686121198,1686357224,333,60,299334,D,C,121.99610422984635 29.92340472293356,271306.43
1409,538004633,1698465154,1698902461,333,60,316373,D,C,121.8177632951752 29.95400256789684,258451.34
1410,353800000,1681521854,1681583121,211,33,36972,B,A,122.03102823282664 29.89508922632821,5286
1411,441967000,1679636421,1679713645,92,15,3456,C,B,121.8960833011353 29.93290032975045,3001.79
1412,256195000,1681195456,1681352379,288,44,84455,A,C,122.09094289999453 29.897187190163223,64028
1413,636020969,1698885506,1699059160,292,45,181412,E,D,122.07685838333425 29.893054494052702,88576
1414,636017768,1698118285,1698153849,172,27,21682,B,A,121.84116957510483 29.944137794036124,2000
1415,440146000,1685624347,1685748909,100,18,4867,A,B,121.89906923112821 29.93256276320894,2331.35
1416,352001415,1679817895,1680321513,230,36,58886,A,B,121.74391419091693 29.98181953364116,48299.45
1417,566358000,1688328673,1688347009,300,48,187888,E,D,121.8854311014227 29.935859473467904,83591
1418,477759600,1703712597,1703831260,254,43,115461,E,D,121.88299170323923 29.936601974988143,28200
1419,440220000,1677072892,1677120835,304,40,80855,B,A,121.86014084053872 29.939446239013918,600
1420,416482000,1698601532,1698703459,335,46,103518,B,A,121.86256874954715 29.938672571655324,815
1421,477129800,1683524173,1683678914,226,37,54747,A,C,121.97377818306916 29.945100713933336,19668.15
1422,477027700,1697852617,1697932883,226,37,54747,A,C,121.97377818306916 29.945100713933336,8000
1423,563107100,1702563840,1702762279,186,36,37500,B,A,121.83825180579714 29.945235140108068,2645
1424,374728000,1689501025,1689560010,97,17,3994,A,B,121.89906923112821 29.93256276320894,3002.97
1425,477961600,1703076309,1703212227,268,35,58430,B,A,121.86982971079169 29.93642695035784,939
1426,538090571,1697065590,1697088042,183,26,24150,B,A,121.86982971079169 29.93642695035784,391
1427,374625000,1682295347,1682329746,225,32,73941,E,D,121.88299170323923 29.936601974988143,15000
1428,538003100,1705033510,1705209791,315,50,121843,A,C,122.09094289999453 29.897187190163223,93585.96
1429,636019382,1688398687,1688526449,292,45,175911,E,D,121.88299170323923 29.936601974988143,93498
1430,477222900,1688600005,1688704176,295,46,179959,E,D,121.88299170323923 29.936601974988143,78910
1431,245389000,1692152502,1692234952,115,17,6674,A,B,121.89581318351006 29.93222177093501,3500
1432,440062000,1690750599,1690804035,293,40,72982,B,A,121.92909140408368 29.938775522735195,1785
1433,636018715,1692199753,1692237997,216,30,38069,B,A,121.83557254458088 29.946175822681994,7150
1434,352978119,1686363473,1686471748,115,19,10304,F,D,121.92337754450146 29.91836008290917,1498.69
1435,565747000,1697613562,1697700689,337,45,122405,B,A,122.0464197431265 29.8909733510863,24222
1436,352898732,1691480998,1691564247,99,17,4744,A,B,121.89906923112821 29.93256276320894,2301.54
1437,441986000,1688789805,1688873006,109,18,6596,C,B,121.89581318351006 29.93222177093501,2853.88
1438,538007485,1700802857,1700836577,295,32,63254,B,A,121.84116957510483 29.944137794036124,760
1439,636021857,1698858020,1698888496,260,32,50689,B,A,122.0464197431265 29.8909733510863,5898
1440,538005343,1693020697,1693155835,292,45,180541,E,D,121.88299170323923 29.936601974988143,66670
1441,311001217,1673953545,1673998905,180,30,40481,E,D,121.74078184914079 29.981848758770436,6003
1442,403515001,1687409641,1687492395,183,32,45550,C,B,121.9529721578593 29.94995541645756,4909.88
1443,636020446,1685852909,1686113574,333,60,318448,D,C,121.81345119675835 29.956549406214588,264747
1444,636019594,1672794217,1672877148,300,48,187243,E,D,122.07685838333425 29.893054494052702,79761
1445,373058000,1692507017,1692588934,292,45,181422,E,D,122.07685838333425 29.893054494052702,82311
1446,413255730,1677375944,1677467566,96,15,4060,C,B,121.9561103968495 29.95190766488247,2931.48
1447,241709000,1677560271,1677720579,299,50,209284,E,D,122.07685838333425 29.893054494052702,100000
1448,477961600,1674436158,1674471786,268,35,58430,B,A,122.03704830124349 29.893930377836373,1231
1449,218426000,1703426569,1703514835,366,48,142018,B,A,121.83278587017914 29.947227829201804,25240
1450,563071400,1674696038,1674865447,180,28,37250,C,B,121.97812002297549 29.939168019254215,2498.34
1451,565960000,1702889471,1703036701,225,36,54481,A,C,121.9808752760512 29.936644381754785,22040.58
1452,636020483,1678864648,1678917155,261,32,55497,B,A,122.03102823282664 29.89508922632821,66
1453,235102681,1680998528,1681086211,335,46,103891,B,A,122.00491060230848 29.76673611935694,2200
1454,636014887,1682672911,1682749078,229,38,93115,E,D,122.07685838333425 29.893054494052702,27000
1455,356407000,1699954451,1700037174,336,46,103668,B,A,121.86256874954715 29.938672571655324,3682
1456,636021022,1673246493,1673403329,336,60,300300,D,C,121.9900784144446 29.92800063526856,131241.7
1457,416065000,1702196990,1702353593,149,24,19999,C,B,121.89906923112821 29.93256276320894,17999.23
1458,636016304,1673569784,1673670005,292,45,180730,E,D,122.07685838333425 29.893054494052702,95190
1459,477585600,1705458798,1705482267,330,60,296394,D,C,121.99610422984635 29.92340472293356,122706.5
1460,351280000,1690376944,1690442323,126,20,12526,C,B,121.78323817164318 29.97243550629892,10000.17
1461,372287000,1699674696,1699928626,289,45,174145,E,D,121.88299170323923 29.936601974988143,168940
1462,538008312,1686640789,1686791468,333,60,318744,D,C,121.99610422984635 29.92340472293356,137030.87
1463,205569000,1703848654,1703981808,292,45,175841,E,D,121.88299170323923 29.936601974988143,89652
1464,636019386,1701502412,1701668249,333,60,319911,D,C,121.81345119675835 29.956549406214588,126660.98
1465,636093094,1705703320,1705790237,334,42,106930,B,A,121.86014084053872 29.939446239013918,49.3
1466,538010573,1693628940,1693788064,292,45,178076,E,D,122.07685838333425 29.893054494052702,171851
1467,352002196,1681199662,1681348859,244,42,106590,D,C,121.9900784144446 29.92800063526856,93403.48
1468,636016112,1672817294,1672970786,115,16,7410,A,B,121.74664956036302 29.981807064148477,3330.16
1469,477466300,1681522183,1681550507,172,28,21355,B,A,121.93228463787132 29.940084640162464,82
1470,352001150,1686650290,1686730762,96,15,3124,A,B,121.89868694105951 29.931472410600644,1450.74
1471,441102000,1706325341,1706399739,93,15,4052,C,B,121.89581318351006 29.93222177093501,2862.7
1472,319093800,1677223992,1677302944,185,32,38961,C,B,121.75439821138373 29.979150371202415,2576
1473,636019606,1706791953,1706833192,209,30,34264,B,A,121.93228463787132 29.940084640162464,2034.2
1474,636021097,1687661538,1687685329,146,23,13715,B,A,121.83825180579714 29.945235140108068,533
1475,357932000,1690682998,1690763442,179,27,35647,C,B,121.75439821138373 29.979150371202415,3015.37
1476,373319000,1700463731,1700510917,171,28,22217,B,A,122.00991809253446 29.771098138093954,800
1477,354690000,1699331632,1699387118,172,27,22398,B,A,122.02459458045499 29.78192432924778,1280
1478,304834000,1672578080,1672617704,148,23,13807,B,A,122.0464197431265 29.8909733510863,2758
1479,563077200,1685776757,1685855679,180,28,37258,C,B,121.9529721578593 29.94995541645756,2700
1480,533132087,1690952324,1691011931,172,28,23077,B,A,121.92909140408368 29.938775522735195,1973
1481,440493000,1689815481,1689861165,172,27,20530,B,A,121.92547188203457 29.936120717921202,631.8
1482,563049100,1692265522,1692318097,172,27,21980,B,A,121.86442501839048 29.938071272210003,404
1483,357138000,1702000170,1702077545,98,16,3764,A,B,121.89906923112821 29.93256276320894,1500.51
1484,352003093,1706681703,1706922565,292,45,176000,E,D,121.88299170323923 29.936601974988143,90000
1485,229726000,1700314979,1700395767,300,49,116749,B,A,122.01299469099648 29.772993330553064,165.2
1486,352530000,1689496207,1689824604,146,29,20491,C,B,121.75439821138373 29.979150371202415,14280.06
1487,477250700,1681802512,1681854646,143,23,12599,B,A,122.06000013409714 29.890552673105862,264
1488,636015897,1688399696,1688447465,260,32,50760,B,A,122.03704830124349 29.893930377836373,118
1489,416040000,1689380711,1689448108,211,33,36972,B,A,122.02107120092448 29.778912029292396,1806.7
1490,563157300,1695197838,1695271043,134,22,11424,B,A,121.93228463787132 29.940084640162464,6.9
1491,477915200,1704467476,1704521333,148,23,13281,B,A,122.00190326744374 29.764757824193353,150
1492,563136800,1688155697,1688246057,295,40,72807,B,A,121.86670274091357 29.937366869184032,2057
1493,412474590,1683517621,1683679905,110,18,4378,A,B,121.89906923112821 29.93256276320894,3950
1494,477301900,1689589159,1689698804,172,27,21355,B,A,121.93228463787132 29.940084640162464,1797
1495,441293000,1701135963,1701179750,304,40,80855,B,A,121.83825180579714 29.945235140108068,5509
1496,357547000,1697948927,1698042403,293,40,72912,B,A,121.86982971079169 29.93642695035784,56
1497,538002917,1678672064,1678847016,315,50,113355,A,C,122.09094289999453 29.897187190163223,94656.35
1498,413702160,1686246366,1686294843,205,28,28351,B,A,121.92547188203457 29.936120717921202,2275.5
1499,440099000,1693562082,1693638614,293,45,179407,E,D,121.8854311014227 29.935859473467904,77000
